ADM3_EN,ADM3_SI,ADM3_TA,ADM3_PCODE,ADM2_EN,ADM2_SI,ADM2_TA,ADM2_PCODE,ADM1_EN,ADM1_SI,ADM1_TA,ADM1_PCODE,ADM0_EN,ADM0_SI,ADM0_TA,ADM0_PCODE,date,validOn,validTo,Shape_Leng,Shape_Area
Chilaw,හලාවත,சிலாபம்,LK6233,Puttalam,පුත්තලම දිස්ත්‍රි,புத்தளம் மாவட்டம்,LK62,North Western,වයඹ පළාත,வட மேல் மாகாணம்,LK6,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,"""2022-08-02T00:00:00.000Z""","""2022-08-16T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",0.551181137521,0.00761019414084
Madampe,මාදම්පෙ,மாதம்பை,LK6236,Puttalam,පුත්තලම දිස්ත්‍රි,புத்தளம் மாவட்டம்,LK62,North Western,වයඹ පළාත,வட மேல் மாகாணம்,LK6,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,"""2022-08-02T00:00:00.000Z""","""2022-08-16T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",0.491965469666,0.0076220332545
Mahawewa,මහවැව,மகாவெவை,LK6239,Puttalam,පුත්තලම දිස්ත්‍රි,புத்தளம் மாவட்டம்,LK62,North Western,වයඹ පළාත,வட மேல் மாகாணம்,LK6,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,"""2022-08-02T00:00:00.000Z""","""2022-08-16T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",0.539272968229,0.00599250532402
Nattandiya,නාත්තන්ඩිය,நாத்தாண்டி,LK6242,Puttalam,පුත්තලම දිස්ත්‍රි,புத்தளம் மாவட்டம்,LK62,North Western,වයඹ පළාත,வட மேல் மாகாணம்,LK6,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,"""2022-08-02T00:00:00.000Z""","""2022-08-16T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",0.440371800518,0.00637313342992
Wennappuwa,වෙන්නප්පුව,வென்னப்புவை,LK6245,Puttalam,පුත්තලම දිස්ත්‍රි,புத்தளம் மாவட்டம்,LK62,North Western,වයඹ පළාත,வட மேல் மாகாணம்,LK6,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,"""2022-08-02T00:00:00.000Z""","""2022-08-16T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",0.401248368428,0.00337770454199
Dankotuwa,දංකොටුව,தங்கொட்டுவை,LK6248,Puttalam,පුත්තලම දිස්ත්‍රි,புத்தளம் மாவட்டம்,LK62,North Western,වයඹ පළාත,வட மேல் மாகாணம்,LK6,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,"""2022-08-02T00:00:00.000Z""","""2022-08-16T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",0.532454705773,0.00627923572329
Padaviya,පදවිය,பதவியா,LK7103,Anuradhapura,අනුරාධපුර දිස්ත්‍,அனுராதபுரம் மாவட்,LK71,North Central,උතුරු මැද පළාත,வட மத்திய மாகாணம்,LK7,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,"""2022-08-02T00:00:00.000Z""","""2022-08-16T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",0.856580126137,0.0203229209476
Kebithigollewa,කැඹිතිගොල්ලෑව,கெப்பிட்டிக்கொல்,LK7106,Anuradhapura,අනුරාධපුර දිස්ත්‍,அனுராதபுரம் மாவட்,LK71,North Central,උතුරු මැද පළාත,வட மத்திய மாகாணம்,LK7,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,"""2022-08-02T00:00:00.000Z""","""2022-08-16T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",1.56248672852,0.0504227793551
Medawachchiya,මැදවච්චිය,மதவாச்சி,LK7109,Anuradhapura,අනුරාධපුර දිස්ත්‍,அனுராதபுரம் மாவட்,LK71,North Central,උතුරු මැද පළාත,வட மத்திய மாகாணம்,LK7,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,"""2022-08-02T00:00:00.000Z""","""2022-08-16T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",0.989749265602,0.0401812436126
Mahawilachchiya,මහාවිලච්චිය,மகாவிலாச்சி,LK7112,Anuradhapura,අනුරාධපුර දිස්ත්‍,அனுராதபுரம் மாவட்,LK71,North Central,උතුරු මැද පළාත,வட மத்திய மாகாணம்,LK7,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,"""2022-08-02T00:00:00.000Z""","""2022-08-16T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",1.20222518836,0.0506677205873
Nuwaragam Palatha Central,නුවරගම් පළාත මධ්‍ය,நுவரகமை பலாத்தை மத,LK7115,Anuradhapura,අනුරාධපුර දිස්ත්‍,அனுராதபுரம் மாவட்,LK71,North Central,උතුරු මැද පළාත,வட மத்திய மாகாணம்,LK7,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,"""2022-08-02T00:00:00.000Z""","""2022-08-16T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",1.11687252734,0.032935872478
Rambewa,රඹෑව,இறம்பாவை,LK7118,Anuradhapura,අනුරාධපුර දිස්ත්‍,அனுராதபுரம் மாவட்,LK71,North Central,උතුරු මැද පළාත,வட மத்திய மாகாணம்,LK7,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,"""2022-08-02T00:00:00.000Z""","""2022-08-16T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",1.10571872405,0.0251359482455
Kahatagasdigiliya,කහටගස්දිගිලිය,ககட்டகஸ்திகிலியை,LK7121,Anuradhapura,අනුරාධපුර දිස්ත්‍,அனுராதபுரம் மாவட்,LK71,North Central,උතුරු මැද පළාත,வட மத்திய மாகாணம்,LK7,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,"""2022-08-02T00:00:00.000Z""","""2022-08-16T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",1.20048526774,0.0303987536985
Horowpathana,හොරොව්පොතාන,கொரவப்பொத்தானை,LK7124,Anuradhapura,අනුරාධපුර දිස්ත්‍,அனுராதபுரம் மாவட்,LK71,North Central,උතුරු මැද පළාත,வட மத்திய மாகாணம்,LK7,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,"""2022-08-02T00:00:00.000Z""","""2022-08-16T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",1.58809742114,0.0684036397924
Galenbidunuwewa,ගලෙන්බිදුනුවැව,கலன்பிந்துனுவெவை,LK7127,Anuradhapura,අනුරාධපුර දිස්ත්‍,அனுராதபுரம் மாவட்,LK71,North Central,උතුරු මැද පළාත,வட மத்திய மாகாணம்,LK7,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,"""2022-08-02T00:00:00.000Z""","""2022-08-16T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",1.00546793296,0.0240095447599
Mihinthale,මිහින්තලේ,மிகிந்தலை,LK7130,Anuradhapura,අනුරාධපුර දිස්ත්‍,அனுராதபுரம் மாவட்,LK71,North Central,උතුරු මැද පළාත,வட மத்திய மாகாணம்,LK7,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,"""2022-08-02T00:00:00.000Z""","""2022-08-16T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",0.953544457856,0.0188346203472
Nuwaragam Palatha East,නුවරගම් පළාත නැගෙන,நுவரகமை பலாத்தை கி,LK7133,Anuradhapura,අනුරාධපුර දිස්ත්‍,அனுராதபுரம் மாவட்,LK71,North Central,උතුරු මැද පළාත,வட மத்திய மாகாணம்,LK7,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,"""2022-08-02T00:00:00.000Z""","""2022-08-16T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",0.526230154864,0.00755482573275
Nachchaduwa,නච්චදූව,நாச்சாதுவை,LK7136,Anuradhapura,අනුරාධපුර දිස්ත්‍,அனுராதபுரம் மாவட்,LK71,North Central,උතුරු මැද පළාත,வட மத்திய மாகாணம்,LK7,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,"""2022-08-02T00:00:00.000Z""","""2022-08-16T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",0.84596066605,0.00903030409031
Nochchiyagama,නොච්චියාගම,நொச்சியாகமை,LK7139,Anuradhapura,අනුරාධපුර දිස්ත්‍,அனுராதபுரம் மாவட்,LK71,North Central,උතුරු මැද පළාත,வட மத்திய மாகாணம்,LK7,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,"""2022-08-02T00:00:00.000Z""","""2022-08-16T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",1.65471409291,0.0688109370253
Rajanganaya,රාජාංගනය,இராஜாங்கனை,LK7142,Anuradhapura,අනුරාධපුර දිස්ත්‍,அனுராதபுரம் மாவட்,LK71,North Central,උතුරු මැද පළාත,வட மத்திய மாகாணம்,LK7,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,"""2022-08-02T00:00:00.000Z""","""2022-08-16T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",0.798844706738,0.00868497089592
Thambuththegama,තඹුත්තේගම,தம்புத்தேகமை,LK7145,Anuradhapura,අනුරාධපුර දිස්ත්‍,அனுராதபுரம் மாவட்,LK71,North Central,උතුරු මැද පළාත,வட மத்திய மாகாணம்,LK7,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,"""2022-08-02T00:00:00.000Z""","""2022-08-16T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",0.715133848406,0.00929968069921
Thalawa,තලාව,தலாவை,LK7148,Anuradhapura,අනුරාධපුර දිස්ත්‍,அனுராதபுரம் மாவட்,LK71,North Central,උතුරු මැද පළාත,வட மத்திய மாகாணம்,LK7,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,"""2022-08-02T00:00:00.000Z""","""2022-08-16T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",1.17845579061,0.0187697518771
Thirappane,තිරප්පනේ,திறப்பனை,LK7151,Anuradhapura,අනුරාධපුර දිස්ත්‍,அனுராதபுரம் மாவட்,LK71,North Central,උතුරු මැද පළාත,வட மத்திய மாகாணம்,LK7,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,"""2022-08-02T00:00:00.000Z""","""2022-08-16T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",1.33716578133,0.0223502162966
Kekirawa,කැකිරාව,கெக்கிராவை,LK7154,Anuradhapura,අනුරාධපුර දිස්ත්‍,அனுராதபுரம் மாவட்,LK71,North Central,උතුරු මැද පළාත,வட மத்திய மாகாணம்,LK7,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,"""2022-08-02T00:00:00.000Z""","""2022-08-16T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",1.3647431847,0.0284435943017
Palugaswewa,පලුගස්වැව,பலுகஸ்வெவை,LK7157,Anuradhapura,අනුරාධපුර දිස්ත්‍,அனுராதபுரம் மாவட்,LK71,North Central,උතුරු මැද පළාත,வட மத்திய மாகாணம்,LK7,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,"""2022-08-02T00:00:00.000Z""","""2022-08-16T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",0.902690595943,0.0168679643757
Ipalogama,ඉපලෝගම,இபலோகமை,LK7160,Anuradhapura,අනුරාධපුර දිස්ත්‍,அனுராதபுரம் மாவட்,LK71,North Central,උතුරු මැද පළාත,வட மத்திய மாகாணம்,LK7,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,"""2022-08-02T00:00:00.000Z""","""2022-08-16T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",0.68598044343,0.011621802218
Galnewa,ගල්නෑව,கல்னேவை,LK7163,Anuradhapura,අනුරාධපුර දිස්ත්‍,அனுராதபுரம் மாவட்,LK71,North Central,උතුරු මැද පළාත,வட மத்திய மாகாணம்,LK7,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,"""2022-08-02T00:00:00.000Z""","""2022-08-16T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",0.611434964598,0.0113663887791
Palagala,පළාගල,பலாகலை,LK7166,Anuradhapura,අනුරාධපුර දිස්ත්‍,அனுராதபுரம் மாவட்,LK71,North Central,උතුරු මැද පළාත,வட மத்திய மாகாணம்,LK7,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,"""2022-08-02T00:00:00.000Z""","""2022-08-16T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",0.784265121274,0.018488788472
Higurakgoda,හිඟුරක්ගොඩ,இங்குராகொடை,LK7203,Polonnaruwa,පොළොන්නරුව දිස්ත්,பொலன்னறுவை மாவட்ட,LK72,North Central,උතුරු මැද පළාත,வட மத்திய மாகாணம்,LK7,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,"""2022-08-02T00:00:00.000Z""","""2022-08-16T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",1.69418320512,0.0578576923175
Medirigiriya,මැදිරිගිරිය,மெதிரிகிரியை,LK7206,Polonnaruwa,පොළොන්නරුව දිස්ත්,பொலன்னறுவை மாவட்ட,LK72,North Central,උතුරු මැද පළාත,வட மத்திய மாகாணம்,LK7,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,"""2022-08-02T00:00:00.000Z""","""2022-08-16T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",1.36890730043,0.0470385573607
Lankapura,ලංකාපුර,இலங்காபுரம்,LK7209,Polonnaruwa,පොළොන්නරුව දිස්ත්,பொலன்னறுவை மாவட்ட,LK72,North Central,උතුරු මැද පළාත,வட மத்திய மாகாணம்,LK7,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,"""2022-08-02T00:00:00.000Z""","""2022-08-16T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",0.930229350913,0.0161981713251
Welikanda,වැලිකන්ද,வெலிக்கந்தை,LK7210,Polonnaruwa,පොළොන්නරුව දිස්ත්,பொலன்னறுவை மாவட்ட,LK72,North Central,උතුරු මැද පළාත,வட மத்திய மாகாணம்,LK7,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,"""2022-08-02T00:00:00.000Z""","""2022-08-16T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",1.29643818741,0.0471099348315
Dimbulagala,දිඹුලාගල,திம்புலாகலை,LK7212,Polonnaruwa,පොළොන්නරුව දිස්ත්,பொலன்னறுவை மாவட்ட,LK72,North Central,උතුරු මැද පළාත,வட மத்திய மாகாணம்,LK7,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,"""2022-08-02T00:00:00.000Z""","""2022-08-16T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",1.53900142658,0.04802960445
Thamankaduwa,තමන්කඩුව,தமன்கடுவை,LK7215,Polonnaruwa,පොළොන්නරුව දිස්ත්,பொலன்னறுவை மாவட்ட,LK72,North Central,උතුරු මැද පළාත,வட மத்திய மாகாணம்,LK7,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,"""2022-08-02T00:00:00.000Z""","""2022-08-16T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",1.09542977162,0.038327837518
Elahera,ඇලහැර,எலகெரை,LK7218,Polonnaruwa,පොළොන්නරුව දිස්ත්,பொலன்னறுவை மாவட்ட,LK72,North Central,උතුරු මැද පළාත,வட மத்திய மாகாணம்,LK7,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,"""2022-08-02T00:00:00.000Z""","""2022-08-16T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",0.953263891154,0.0300127309732
Mahiyanganaya,මහියංගනය,மகியங்கனை,LK8103,Badulla,බදුල්ල දිස්ත්‍රික,பதுளை மாவட்டம்,LK81,Uva,ඌව පළාත,ஊவா மாகாணம்,LK8,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,"""2022-08-02T00:00:00.000Z""","""2022-08-16T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",1.80067428099,0.0493007615126
Rideemaliyadda,රිදීමාලියැද්ද,றிதிமாலியத்தை,LK8106,Badulla,බදුල්ල දිස්ත්‍රික,பதுளை மாவட்டம்,LK81,Uva,ඌව පළාත,ஊவா மாகாணம்,LK8,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,"""2022-08-02T00:00:00.000Z""","""2022-08-16T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",1.26285636107,0.0357943769825
Meegahakiula,මීගහකිවුල,மீகாககிவுலை,LK8109,Badulla,බදුල්ල දිස්ත්‍රික,பதுளை மாவட்டம்,LK81,Uva,ඌව පළාත,ஊவா மாகாணம்,LK8,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,"""2022-08-02T00:00:00.000Z""","""2022-08-16T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",0.60524363171,0.00890728316292
Kandeketiya,කන්දෙකැටිය,கந்தகெட்டிய,LK8112,Badulla,බදුල්ල දිස්ත්‍රික,பதுளை மாவட்டம்,LK81,Uva,ඌව පළාත,ஊவா மாகாணம்,LK8,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,"""2022-08-02T00:00:00.000Z""","""2022-08-16T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",0.647679725292,0.0123377678289
Soranathota,සොරණාතොට,சொரணாதோட்டை,LK8115,Badulla,බදුල්ල දිස්ත්‍රික,பதுளை மாவட்டம்,LK81,Uva,ඌව පළාත,ஊவா மாகாணம்,LK8,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,"""2022-08-02T00:00:00.000Z""","""2022-08-16T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",0.420406960766,0.00658802746407
Passara,පස්සර,பசறை,LK8118,Badulla,බදුල්ල දිස්ත්‍රික,பதுளை மாவட்டம்,LK81,Uva,ඌව පළාත,ஊவா மாகாணம்,LK8,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,"""2022-08-02T00:00:00.000Z""","""2022-08-16T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",0.764348464866,0.0110136576557
Lunugala,ලුණුගල,லுணுகலை,LK8119,Badulla,බදුල්ල දිස්ත්‍රික,பதுளை மாவட்டம்,LK81,Uva,ඌව පළාත,ஊவா மாகாணம்,LK8,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,"""2022-08-02T00:00:00.000Z""","""2022-08-16T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",0.651378975275,0.0117037686345
Badulla,බදුල්ල,பதுளை,LK8121,Badulla,බදුල්ල දිස්ත්‍රික,பதுளை மாவட்டம்,LK81,Uva,ඌව පළාත,ஊவா மாகாணம்,LK8,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,"""2022-08-02T00:00:00.000Z""","""2022-08-16T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",0.331126301778,0.00399746946822
Hali-Ela,හාලිඇල,ஆலி-எலை,LK8124,Badulla,බදුල්ල දිස්ත්‍රික,பதுளை மாவட்டம்,LK81,Uva,ඌව පළාත,ஊவா மாகாணம்,LK8,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,"""2022-08-02T00:00:00.000Z""","""2022-08-16T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",0.851074273259,0.0139141584676
Uvaparanagama,ඌවපරණගම,ஊவா பறணகமை,LK8127,Badulla,බදුල්ල දිස්ත්‍රික,பதுளை மாவட்டம்,LK81,Uva,ඌව පළාත,ஊவா மாகாணம்,LK8,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,"""2022-08-02T00:00:00.000Z""","""2022-08-16T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",0.617100920607,0.0112670415028
Welimada,වැලිමඩ,வெலிமடை,LK8130,Badulla,බදුල්ල දිස්ත්‍රික,பதுளை மாவட்டம்,LK81,Uva,ඌව පළාත,ஊவா மாகாணம்,LK8,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,"""2022-08-02T00:00:00.000Z""","""2022-08-16T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",0.734132410347,0.0158711129912
Bandarawela,බණ්ඩාරවෙල,பண்டாரவளை,LK8133,Badulla,බදුල්ල දිස්ත්‍රික,பதுளை மாவட்டம்,LK81,Uva,ඌව පළාත,ஊவா மாகாணம்,LK8,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,"""2022-08-02T00:00:00.000Z""","""2022-08-16T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",0.551206411521,0.00579970119595
Ella,ඇල්ල,எல்லை,LK8136,Badulla,බදුල්ල දිස්ත්‍රික,பதுளை மாவட்டம்,LK81,Uva,ඌව පළාත,ஊவா மாகாணம்,LK8,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,"""2022-08-02T00:00:00.000Z""","""2022-08-16T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",0.53760336532,0.00896761629126
Haputale,හපුතලේ,அப்புத்தளை,LK8139,Badulla,බදුල්ල දිස්ත්‍රික,பதுளை மாவட்டம்,LK81,Uva,ඌව පළාත,ஊவா மாகாணம்,LK8,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,"""2022-08-02T00:00:00.000Z""","""2022-08-16T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",0.531802784743,0.00564713091305
Haldummulla,හල්දුම්මුල්ල,ஹல்துமுல்லை,LK8142,Badulla,බදුල්ල දිස්ත්‍රික,பதுளை மாவட்டம்,LK81,Uva,ඌව පළාත,ஊவா மாகாணம்,LK8,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,"""2022-08-02T00:00:00.000Z""","""2022-08-16T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",1.36988782322,0.0339549558081
Bibile,බිබිල,பிபிலை,LK8203,Monaragala,මොණරාගල දිස්ත්‍රි,மொணராகலை மாவட்டம்,LK82,Uva,ඌව පළාත,ஊவா மாகாணம்,LK8,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,"""2022-08-02T00:00:00.000Z""","""2022-08-16T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",1.3625848132,0.0381546367259
Madulla,මඩුල්ල,மதுள்ளை,LK8206,Monaragala,මොණරාගල දිස්ත්‍රි,மொணராகலை மாவட்டம்,LK82,Uva,ඌව පළාත,ஊவா மாகாணம்,LK8,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,"""2022-08-02T00:00:00.000Z""","""2022-08-16T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",2.19347739428,0.061423090479
Medagama,මැදගම,மெதகமை,LK8209,Monaragala,මොණරාගල දිස්ත්‍රි,மொணராகலை மாவட்டம்,LK82,Uva,ඌව පළාත,ஊவா மாகாணம்,LK8,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,"""2022-08-02T00:00:00.000Z""","""2022-08-16T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",0.76132927992,0.0196712619887
Siyambalanduwa,සියඹලාණ්ඩුව,சியம்பலான்டுவை,LK8212,Monaragala,මොණරාගල දිස්ත්‍රි,மொணராகலை மாவட்டம்,LK82,Uva,ඌව පළාත,ஊவா மாகாணம்,LK8,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,"""2022-08-02T00:00:00.000Z""","""2022-08-16T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",2.15142808504,0.0867128972132
Monaragala,මොණරාගල,மொனராகலை,LK8215,Monaragala,මොණරාගල දිස්ත්‍රි,மொணராகலை மாவட்டம்,LK82,Uva,ඌව පළාත,ஊவா மாகாணம்,LK8,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,"""2022-08-02T00:00:00.000Z""","""2022-08-16T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",0.877584309326,0.0237665171148
Badalkumbura,බඩල්කුඹුර,படல்கும்புரை,LK8218,Monaragala,මොණරාගල දිස්ත්‍රි,மொணராகலை மாவட்டம்,LK82,Uva,ඌව පළාත,ஊவா மாகாணம்,LK8,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,"""2022-08-02T00:00:00.000Z""","""2022-08-16T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",0.803892799498,0.0193966461974
Wellawaya,වැල්ලවාය,வெல்லவாய,LK8221,Monaragala,මොණරාගල දිස්ත්‍රි,மொணராகலை மாவட்டம்,LK82,Uva,ඌව පළාත,ஊவா மாகாணம்,LK8,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,"""2022-08-02T00:00:00.000Z""","""2022-08-16T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",1.369706221,0.0470131209601
Buttala,බුත්තල,புத்தலை,LK8224,Monaragala,මොණරාගල දිස්ත්‍රි,மொணராகலை மாவட்டம்,LK82,Uva,ඌව පළාත,ஊவா மாகாணம்,LK8,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,"""2022-08-02T00:00:00.000Z""","""2022-08-16T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",1.31091699111,0.0580512303377
Katharagama,කතරගම,கதிர்காமம்,LK8227,Monaragala,මොණරාගල දිස්ත්‍රි,மொணராகலை மாவட்டம்,LK82,Uva,ඌව පළාත,ஊவா மாகாணம்,LK8,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,"""2022-08-02T00:00:00.000Z""","""2022-08-16T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",1.28186648661,0.0497932533443
Thanamalwila,තණමල්විල,தனமல்விலை,LK8230,Monaragala,මොණරාගල දිස්ත්‍රි,மொணராகலை மாவட்டம்,LK82,Uva,ඌව පළාත,ஊவா மாகாணம்,LK8,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,"""2022-08-02T00:00:00.000Z""","""2022-08-16T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",1.6607158542,0.0519565006863
Sevanagala,සෙවනගල,செவனகலை,LK8233,Monaragala,මොණරාගල දිස්ත්‍රි,மொணராகலை மாவட்டம்,LK82,Uva,ඌව පළාත,ஊவா மாகாணம்,LK8,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,"""2022-08-02T00:00:00.000Z""","""2022-08-16T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",0.617573466665,0.0150636734672
Eheliyagoda,ඇහැලියගොඩ,எகலியகொடை,LK9103,Ratnapura,රත්නපුර දිස්ත්‍රි,இரத்தினபுரம் மாவட,LK91,Sabaragamuwa,සබරගමුව පළාත,சபரகமுவ மாகாணம்,LK9,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,"""2022-08-02T00:00:00.000Z""","""2022-08-16T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",0.674237105326,0.0115325007192
Kuruvita,කුරුවිට,குருவிட்டை,LK9106,Ratnapura,රත්නපුර දිස්ත්‍රි,இரத்தினபுரம் மாவட,LK91,Sabaragamuwa,සබරගමුව පළාත,சபரகமுவ மாகாணம்,LK9,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,"""2022-08-02T00:00:00.000Z""","""2022-08-16T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",0.792763974119,0.013989310589
